date,modeled_baseline_payout,modeled_adjusted_payout,insurance_net_isk
2019-06-26,161287591024.39,156715423671.411,52126415436
2019-06-27,128965512957.82,124452802047.483,49364868441
2019-06-28,166707888429.71,162207097599.433,59077174427
2019-06-29,178421983766.88,173750387538.627,88460231645
2019-06-30,114865505504.17,109437961378.848,87548945360
2019-07-01,116731086811.48,111780457424.182,51287649429
2019-07-02,104869099498.77,100179257065.186,50875876194
2019-07-03,145206703098.38,140996204367.247,50157794841
2019-07-04,141732847733.41,138023201034.935,54295352771
2019-07-05,194557879588.2,190970900846.921,71561021831
2019-07-06,167598035588.24,163167351587.98,119087933421
2019-07-07,164523957917.03,160232179167.556,84150058781
2019-07-08,133358345761.59,129720441277.136,73952170981
2019-07-09,112326499128.48,108431481927.826,50214978901
2019-07-10,86375072875.03,82222157011.227,33770518211
2019-07-11,70815178220.02,66292672587.286,43152397403
2019-07-12,75404139293.11,70440962246.161,65804435487
2019-07-13,212979409382.72,208319211813.265,110710744627
2019-07-14,168542229635.48,164099116253.988,99296697074
2019-07-15,210627427919.06,205619254468.912,57628613506
2019-07-16,155620620106.52,123650365242.556,36339637197
2019-07-17,128231925948.37,124015518602.029,71313638169
2019-07-18,109821818544.04,99996642516.887,38963902847
2019-07-19,80044216421.51,69951569619.68,63165608411
2019-07-20,153620938421.19,144325811083.801,95059949282
2019-07-21,135542167637.21,124431277737.024,84879500277
2019-07-22,197426173617.43,186653374280.78,67575384598
2019-07-23,408837778035.9,396929407107.584,124607301021
2019-07-24,120209175773.47,113728651336.301,81804886726
2019-07-25,86718403243.72,83275953877.9565,49636367623
2019-07-26,184156246997.17,179517927433.461,104176520545
2019-07-27,124944451137.1,119578771903.301,99881664689
2019-07-28,258044995480.38,251412078454.265,105212000873
2019-07-29,142153743625.66,137739278117.967,80588284696
2019-07-30,177234326902.99,175116928997.678,69643632406
2019-07-31,258598560751.91,254385926524.263,100482247002
2019-08-01,81981980266.2,77804214734.881,54646794913
2019-08-02,112463004492.99,107309766033.707,47840169377
2019-08-03,132591057751.08,126969335386.639,95160508631
2019-08-04,335157110388.08,331789080418.012,135870482219
2019-08-05,117335184419.28,113527020454.722,52544883899
2019-08-06,151605280894.26,148949159675.992,38335637334
2019-08-07,160724874829.52,156447770279.318,76407820221
2019-08-08,157311502648.72,155185612551.271,60128394199
2019-08-09,222231111452.66,217965859222.728,60447037205
2019-08-10,154338105884.76,147868480719.513,161410268770
2019-08-11,114329372138.65,107829160191.328,98543008887
2019-08-12,64159786486.59,59885485590.974,55895370753
2019-08-13,108398323810.15,103872148664.21,66776524696
2019-08-14,107632622213.27,102858038823.909,80490999335
2019-08-15,131231621257.53,126350644738.981,82176480847
2019-08-16,70418418367.54,65310395517.573,58290823776
2019-08-17,128931644305.51,122276527893.655,58648837511
2019-08-18,203622319968.04,197398043931.778,112817554204
2019-08-19,158758279164.75,153499934183.454,54424335710
2019-08-20,237761837174.26,232345804750.723,186612515623
2019-08-21,153322970354.96,147415697816.107,62361093630
2019-08-22,185534577102.5,179055183245.409,46485534548
2019-08-23,114445804328.02,108093443585.19,96615596951
2019-08-24,204635788424.9,200059792179.269,60831268029
2019-08-25,129175382084.58,122800142086.868,121125033164
2019-08-26,106091045813.33,99766536057.9855,42484143678
2019-08-27,121104517484.9,115036005684.262,23140790333
2019-08-28,211335054261.98,205458916250.209,56665021994
2019-08-29,365883718621.19,359467692496.583,35206787015
2019-08-30,109465683786.99,104182439679.848,42715351609
2019-08-31,112483391394.46,106885807201.992,75447523120
2019-09-01,109938034981.74,104616851686.168,82735554158
2019-09-02,321934513804.91,316172830563.846,102750952276
2019-09-03,121209189007.03,115405419914.909,61559353773
2019-09-04,87764603698.26,81694635061.8985,39733534669
2019-09-05,94774795209.81,89957728606.283,65505742652
2019-09-06,178917629242.01,174543341552.558,61726181768
2019-09-07,182816562221.27,176634865411.221,88077472159
2019-09-08,250186237563.02,244151032611.76,114141187430
2019-09-09,151296372484.39,145409907118.581,50351033053
2019-09-10,151962121092.73,145898399988.006,62110884513
2019-09-11,183144021847.8,171001312035.778,53397829516
2019-09-12,276889274527.96,264938169144.654,49359801059
2019-09-13,179125453929.28,167837197186.78,72551663410
2019-09-14,550926519381.2,539510523203.492,135266896956
2019-09-15,168141717473.72,157551653148.127,126324055999
2019-09-16,203826715444.92,194650887251.975,66697318911
2019-09-17,335510525773.22,328595886802.005,44282086742
2019-09-18,139724781484.1,128978642745.057,25024892789
2019-09-19,190815402899.4,181062507941.413,43384334496
2019-09-20,175620736388.94,164458939848.631,5183780348
2019-09-21,510900896104,502584173660.393,115070069310
2019-09-22,201540234788.22,192653919295.215,105302251026
2019-09-23,319070565725.64,309159873563.663,38067105979
2019-09-24,160113146527.96,153280416328.85,44710677353
2019-09-25,161826273822.98,156605230131.056,42864788813
2019-09-26,177973700512.86,169328294153.542,41975787122
2019-09-27,306185045574.24,298099178533.629,93830921232
2019-09-28,262638131759.62,253103690042.088,113911169124
2019-09-29,198653474570.7,188884781488.845,125546604144
2019-09-30,134267660143.4,125969068993.965,50437702945
2019-10-01,259415380155.2,251669195842.28,77662550075
2019-10-02,238668142082.6,227742834762.882,148379660198
2019-10-03,146060420664.2,136268142009.567,55783171646
2019-10-04,236375310760,227000435643.773,72645729042
2019-10-05,209144116726.02,200916190132.122,95717059470
2019-10-06,161395066049.94,152703310861.263,93810273629
2019-10-07,367266962702.1,357558434724.947,55671570323
2019-10-08,195300381328.3,184578753500.289,50564405368
2019-10-09,244869905768.72,235521500679.14,44753709327
2019-10-10,119084250161.8,111971918000.202,44177956348
2019-10-11,203483233627.4,195828866306.354,69560454279
2019-10-12,341659113361.56,333312952081.176,80509914739
2019-10-13,186324467572.46,177745393699.292,69450372404
2019-10-14,316527130812.16,310407241689.322,64654293262
2019-10-15,183156050170.08,177169722881.895,61048876132
2019-10-16,152765423118.22,146539395747.908,56845444981
2019-10-17,171467554284.96,163118853310.962,65237759262
2019-10-18,175610714095.04,168905711745.944,55792944904
2019-10-19,222523802875.4,214810878980.03,84557020897
2019-10-20,295768315909.02,288894485160.807,85332629668
2019-10-21,185618141760.5,177485195133.528,67596746585
2019-10-22,168452514823.42,158919251326.996,61460992370
2019-10-23,182987495191.98,176487647186.302,93155818496
2019-10-24,199461832395.86,191359575644.624,59077306640
2019-10-25,187000399953.62,177506239843.392,95521982819
2019-10-26,286488317505.48,278553803556.447,93730732449
2019-10-27,267978742315.24,258287991352.276,98541137414
2019-10-28,62633357189.42,59193223433.36,54406371171
2019-10-29,85038371694.59,81375502132.909,73101634603
2019-10-30,146286204234.36,141718715076.369,84143116476
2019-10-31,159318830773.85,129801509809.805,83375105039
2019-11-01,85374770630.97,81261633466.4715,83023647483
2019-11-02,141459196097.9,138092940077.764,126798573226
2019-11-03,115951554047.46,112430295061.858,109126315437
2019-11-04,84748556790.33,80505603488.346,120087104835
2019-11-05,121428987418.84,117323573840.737,91790328161
2019-11-06,75376896521.23,72443224822.1465,66628553042
2019-11-07,68543006277.91,65597200262.2165,68473036186
2019-11-08,86928091388.22,83317776722.138,63170783278
2019-11-09,127537784964.28,124182079066.174,135252913583
2019-11-10,88256957373.98,84843697921.7115,164133706683
2019-11-11,83527033948.92,80045292611.7445,67383241515
2019-11-12,81502645642.09,79092366426.752,56668249087
2019-11-13,199272430439.08,194886828662.533,35183231645
2019-11-14,294848384849.27,290462934247.382,52173257682
2019-11-15,130233784472.97,126488508684.513,46970096356
2019-11-16,159840610187.72,155181627263.326,84123722137
2019-11-17,102059004749.83,98497862423.71,103817290009
2019-11-18,142786555297.23,138395025452.451,55248177036
2019-11-19,72291642947.31,69287836128.934,57090938057
2019-11-20,77974890257.58,74960653653.961,57079291359
2019-11-21,72742835801.14,69570884312.9285,84486705274
2019-11-22,103532908654.67,100266522006.795,56696855828
2019-11-23,93512129456.49,90135730839.608,115193066892
2019-11-24,118694798531.15,114615286951.588,113116824667
2019-11-25,238514155902.15,234098504840.688,60118303390
2019-11-26,97332715907.67,93800411270.0985,75407427487
2019-11-27,57194668495.53,53348627054.794,47280579954
2019-11-28,90164918369.98,86418515638.6025,70882704444
2019-11-29,65925171475.56,61967360224.3035,40910712257
2019-11-30,75904079673.6,71949776051.1115,78844662974
2019-12-01,182583926152.81,179471256991.448,191476843866
2019-12-02,101729686092.11,98309658426.467,54644507136
2019-12-03,89251106226,85923247035.9945,74617535904
2019-12-04,76413754141.96,72953395512.7175,59641915258
2019-12-05,175503625892.3,170985334818.74,64866024351
2019-12-06,220979646438.31,217479997832.963,74572317109
2019-12-07,256167152558.9,251702607833.282,96524970449
2019-12-08,120461706766.62,115730519015.604,100561930596
2019-12-09,93471379128.49,88892696429.3585,54074760030
2019-12-10,83324457916.5,79077242549.2335,78443967662
2019-12-11,79053880092.07,75705040097.192,70435032448
2019-12-12,95232227427.73,90543996592.182,82215818000
2019-12-13,73360260177.5,70230188038.1755,62550961721
2019-12-14,134162815264.71,129589413309.239,93533710361
2019-12-15,142720191115.39,138059351815.748,112202867159
2019-12-16,92716639385.91,89367809782.0695,71795017461
2019-12-17,151386217059.14,147468330781.708,92793261535
2019-12-18,92078905748.61,88389487049.3285,100346951919
2019-12-19,95080363782.89,91033919410.3445,53918870519
2019-12-20,142418356271.86,138308709541.071,72890061552
2019-12-21,93629960026.53,89487451519.7935,98130406009
2019-12-22,111343158947.75,107224874037.315,87629952851
2019-12-23,64358057501.06,60082169285.711,63273866520
2019-12-24,79841257276.47,76022358453.7895,56384009787
2019-12-25,88843634006.96,85013797266.9965,40512570096
2019-12-26,208435935563.04,203980286720.273,65575110633
2019-12-27,81653515525.93,78951830712.06,68436445872
2019-12-28,168005445543.56,164687546228.435,92452501753
2019-12-29,108147307254.42,103922775837.247,109080783266
2019-12-30,106658341974.91,102668391985.05,87329938723
2019-12-31,144716445163.31,140859843189.192,82712195514
2020-01-01,99199030690.56,96317039064.228,59584898614
2020-01-02,108349249652.38,104077569419.194,77468878245
2020-01-03,165872628796.22,161977081492.531,100952338207
2020-01-04,152516996388,148141701120.236,99508305506
2020-01-05,103186062967.25,98814901041.5585,101140110754
2020-01-06,92837961883.99,88266118118.7685,43258115669
2020-01-07,51494579633.24,46808586702.8265,43603034528
2020-01-08,63897286590.29,60610694616.4865,50631377149
2020-01-09,86509778552.62,81521156846.4255,58911373989
2020-01-10,126308950531.78,121410796602.489,69424531021
2020-01-11,165025206581.9,160094319035.012,93812184853
2020-01-12,140683189294.84,136476462535.089,105569611937
2020-01-13,110808414599.38,106442749025.663,80453616895
2020-01-14,74552857916.79,70371043579.9695,49285915956
2020-01-15,74083661539.16,71575784510.287,48881954967
2020-01-16,132038524131.64,127933073642.466,64486322254
2020-01-17,122535601327.72,118720565201.239,83393250153
2020-01-18,157293061092.04,143290720606.478,103556333757
2020-01-19,148341923096.41,143502880045.279,84423077126
2020-01-20,361860622615.87,357974024684.571,61977436892
2020-01-21,79129460035.39,74330234199.554,53029173523
2020-01-22,96263876068.15,91314234853.3835,64482342039
2020-01-23,115743054263.7,110497872900.181,66911500953
2020-01-24,201197070957.8,195790245480.079,51008690815
2020-01-25,134001113608.9,128775318642.966,108755689354
2020-01-26,193735080805.03,178877173965.268,131984168553
2020-01-27,109896855782.57,107964307608.238,59426731849
2020-01-28,68084010126.97,64677125695.2035,50217534804
2020-01-29,75594393932.87,72346629340.5045,72218958907
2020-01-30,107390530813.87,104225323660.561,59429884193
2020-01-31,128019482367.59,123574671389.558,70117382339
2020-02-01,114624055179.82,110077070604.843,55538420250
2020-02-02,109620182175.04,105215180987.613,102777317344
2020-02-03,112208824941.54,107970777724.67,61787640762
2020-02-04,122101299298.23,118056288301.909,48402407184
2020-02-05,224788979371.1,220192098488.644,41808539916
2020-02-06,95562006657.87,91791125098.5065,66188048479
2020-02-07,139409534665.73,135629101340.821,64530435669
2020-02-08,129810351380.54,125360117582.462,91718831781
2020-02-09,116460651445.15,112246241963.697,127717901673
2020-02-10,123648531261.86,120212516019.776,67403857725
2020-02-11,103149374641.85,99227659307.903,53724656469
2020-02-12,120569727604.08,116382845883.188,43621595768
2020-02-13,128606870394.62,124088099807.5,101448125093
2020-02-14,123440672794.09,117814089875.074,89223500720
2020-02-15,196221712104.79,190611606849.154,117592118437
2020-02-16,357378679814.94,352047305037.549,116631126748
2020-02-17,233788708008.88,228854288990.902,71879880060
2020-02-18,107035280233.31,102394960749.005,73466260098
2020-02-19,82124703950.54,78102246010.2285,61626116643
2020-02-20,117001590781.62,111967768182.363,61097778383
2020-02-21,104931715316.71,101524627417.222,68600042895
2020-02-22,164844771096.81,161012017426.237,100683561030
2020-02-23,351142147929.52,346837241453.008,99385663457
2020-02-24,68535959724.22,63554770586.181,51611291374
2020-02-25,134240544544.45,128774135721.977,69273267865
2020-02-26,93019105641.54,88191135660.361,65831998298
2020-02-27,126221069341.37,120960340266.533,58695697632
2020-02-28,166708210977.97,162783873814.986,82116534527
2020-02-29,474333944526.17,469771048450.525,153656977787
2020-03-01,429107323412.77,424509129714.758,104923390559
2020-03-02,109469143266.46,104053451873.905,51303161351
2020-03-03,95628527926.54,91007405947.337,47780042261
2020-03-04,69942699852.9,64251495837.4785,47648928002
2020-03-05,106668094242.22,102459113747.351,48830573264
2020-03-06,107809341422.56,95108831228.325,56616314464
2020-03-07,366622926733.02,360659336378.914,126604799234
2020-03-08,299845578466.64,295652906196.771,128085706696
2020-03-09,98075271731.18,92738097160.2215,140124906737
2020-03-10,68443866261.07,65055910837.927,78664141189
2020-03-11,97984804298.14,94068157436.4095,74296030583
2020-03-12,128247926500.45,124010639456.422,79988951294
2020-03-13,144727888391.5,140320300493.116,70452883804
2020-03-15,125458088568.52,121787939610.681,106081623995
2020-03-16,109472987626.39,105552041849.463,87370556203
2020-03-18,112062356303.97,106918190426.285,83012436990
2020-03-19,116603755787.47,112980726281.893,74395277967
2020-03-20,108642872633.64,103649699938.298,87628580694
2020-03-21,122732232076.4,118338995295.29,132267265314
2020-03-22,291917267212.16,286856323868.747,174745676878
2020-03-24,101215206211.06,97125402456.971,209724408342
2020-03-25,105059704254.99,99451061015.623,75060848003
2020-03-26,160289869312.2,156149905456.312,101919236064
2020-03-27,101857821852.32,98215751588.4495,76401499901
2020-03-28,158559485438.12,154048186188.131,111480000653
2020-03-29,164625873755.95,159325118138.265,115666350698
2020-03-30,194063264071.33,187783219331.238,113697299634
2020-03-31,125221468768.81,118681267762.059,108297245269
2020-04-01,143278047380.52,136778876952.64,103487716957
2020-04-02,103522394976.71,97054613690.9375,85344633781
2020-04-03,94080066769.92,87172740398.09,83373766043
2020-04-04,127859266905.97,120555299843.879,147410051579
2020-04-05,149672691354.05,142290805638.78,133381956159
2020-04-06,116062546856.98,113215632342.488,81510551204
2020-04-07,124511572894.84,120278594923.653,78537606657
2020-04-08,128595032974.34,124225435122.786,77013430861
2020-04-09,115764711763.14,110580825762.983,93139462826
2020-04-10,107186968788.27,102076404676.218,137684807145
2020-04-11,164051317866,157760645092.989,116536342074
2020-04-12,141322413914.52,134865213022.057,97660990203
2020-04-13,136601952504.64,130698558422.67,93375646640
2020-04-14,177744122786.63,172415048188.859,91170796599
2020-04-15,128876827197.36,123166477028.159,88918288848
2020-04-16,118983430118.17,112888420655.744,91840832230
2020-04-17,157391458863.67,151523980401.387,102546259423
2020-04-18,183717140461.94,178145111953.371,109012261704
2020-04-19,185359027856.42,179731481888.067,105683722252
2020-04-20,101821824889.58,95972260526.358,74324838119
2020-04-21,175030106988.31,169667631246.479,83077292468
2020-04-22,99350740170.83,94235948362.8545,87588145660
2020-04-23,184424090362.38,178305798073.478,82122884856
2020-04-24,132337743789.28,128717126942.76,106847921728
2020-04-25,216950820576.03,212216743360.837,105098491396
2020-04-26,281908679328.64,277317880550.023,126870722092
2020-04-27,131815666280.13,127480981263.389,79809840361
2020-04-28,120257611406.92,114243655549.679,68868025349
2020-04-29,89701982498.94,84900783404.3985,75562208754
2020-04-30,100915248682.86,97470432727.2575,79513876388
2020-05-01,125990685178.95,120405201569.269,292934894395
2020-05-02,160080775182.64,154172381463.587,90317716792
2020-05-03,119924624828.92,113262299975.167,107094971500
2020-05-04,175532356008.27,162103360471.638,93071917238
2020-05-05,135030827936.94,128517364424.364,89138805250
2020-05-06,116829130508.27,112472383997.719,71690746486
2020-05-07,79750176276.3,73929893326.4295,86800772211
2020-05-08,174859025062.11,169125591999.505,90950865157
2020-05-09,150119815675.1,144156224935.272,102741582589
2020-05-10,109473359392.75,104715513002.823,100251414030
2020-05-11,121539834749.57,116194806635.971,66429121447
2020-05-12,178198669311.46,173394642708.672,82842332855
2020-05-13,89598077795.66,85022098376.884,92565231414
2020-05-14,85315962824.69,81274333000.869,65011167974
2020-05-15,136045945318.84,105074565907.617,90596359268
2020-05-16,177750800475.36,173156434817.186,164527122741
2020-05-17,119011582191.32,113793301108.766,106420189893
2020-05-18,87377381034.25,81873752211.508,66456386439
2020-05-19,97035830308.39,91528490336.892,49619960915
2020-05-20,150468063655.62,144950910183.95,81872319107
2020-05-21,119309289551.81,112968745306.264,85125230640
2020-05-22,110266372549.49,103923556522.748,87787448146
2020-05-23,128361363345.57,122229561239.016,114506745855
2020-05-24,465330254090.59,458763319684.02,128475953949
2020-05-25,79044654978.58,73296314800.026,115245641649
2020-05-26,106971575200.37,102489359581.389,43152016413
2020-05-27,100138752066.74,93854302601.6495,54889356519
2020-05-28,151154616879.92,144615401033.385,103427803872
2020-05-29,187033005613.31,180667623065.326,75742735585
2020-05-30,182531837997.45,168335516667.512,108770503364
2020-05-31,127683780149.67,121463836598.598,89941058654
2020-06-01,83682626934.82,76968164858.476,39087765857
2020-06-02,245568282628.94,233216147746.412,72455329061
2020-06-03,124347090628.49,119238837420.737,105345976685
2020-06-04,108758683936.04,103553781314.577,61231537974
2020-06-05,89025597768.94,83801803825.006,107662781763
2020-06-06,101203408385.48,94604890090.0805,80095939541
2020-06-07,194141469724.4,187871643000.126,74909591188
2020-06-08,90332928563.78,85754536930.6075,52364831938
2020-06-09,123928583777.39,117785463162.143,56088633509
2020-06-10,133155395940.5,127037477388.039,145077418867
2020-06-11,77072315714.01,72051985500.1375,45245831268
2020-06-12,89961492206.91,84978737476.9485,73564731550
2020-06-13,100996773119.48,95822880206.2535,105558409046
2020-06-14,97489250537.61,91456466701.096,128461652137
2020-06-15,91559730855.68,85178104641.546,78896092016
2020-06-16,141090906417.5,136109179278.277,85826100784
2020-06-17,80691252099.54,73931308533.8795,57432792883
2020-06-18,77742427776.13,71812912366.0815,82779548766
2020-06-19,126710138232.36,120834638914.372,96961086267
2020-06-20,108018941608.91,103631140274.069,119736790497
2020-06-21,114357152994.43,110542846204.576,118192381684
2020-06-22,254483012792.47,249174521664.58,148760219036
2020-06-23,105787072574.57,100041809538.289,38100695492
2020-06-24,244515344293.42,232090121494.594,90161093658
2020-06-25,70795529110.76,65813920941.166,76771527544
2020-06-26,86965652992.99,82867320810.413,56114523020
2020-06-27,81577568577.72,77188091841.726,63997909773
2020-06-28,199211294802.72,193299313691.851,118271003071
2020-06-29,107166875114.73,104357394907.3,59660090759
2020-06-30,195225823165.58,189565016650.145,77831935884
2020-07-01,104454758402.99,100134666304.042,76524582719
2020-07-02,86574420097.47,80962680655.9655,76430158772
2020-07-03,74859999136.23,68848164870.446,55439164194
2020-07-04,160971698876.17,155179056422.828,67557255099
2020-07-05,113543455036.38,107815924521.497,36763165993
2020-07-06,118684782445.88,112501715251.883,55973252867
2020-07-07,108334244143.37,102669733286.574,57911188115
2020-07-08,157282304045.77,151202844577.056,-27903098004
2020-07-09,79100989322.08,72955078782.909,45488149831
2020-07-11,228818720078.47,223779595243.397,79785089766
2020-07-12,302477701512.15,297164939861.826,111266481444
2020-07-13,181281792716.37,175874291703.554,68666759933
2020-07-14,119624468238.21,114366651176.546,26385670654
2020-07-15,127992815220.29,122545714436.715,102696590953
2020-07-16,193863227545.89,186547066870.942,126323159905
2020-07-17,61221737628.07,56199342555.9815,59348182446
2020-07-18,212867870522.53,162855574102.722,156404228596
2020-07-19,119047849909.94,114675318708.292,141901590420
2020-07-20,165887634372.3,160093386842.504,98127697965
2020-07-21,98015327068.67,94237830360.7445,71402658319
2020-07-22,84549877829.4,78475285269.241,61237979065
2020-07-23,67072485801.55,61258883458.0955,49863911227
2020-07-24,87448445673.65,81460871514.362,72005973351
2020-07-25,84200071822.51,77717152978.5035,119389220364
2020-07-26,186618791176.88,179454878201.757,116118192466
2020-07-27,70058458820.98,66659730596.454,61146990182
2020-07-28,118367864185.21,110992800531.247,67040402336
2020-07-29,74399021732.47,71015556320.512,65843534654
2020-07-30,141463901537.03,135357325326.573,89785176258
2020-07-31,131409940892.22,125105356774.222,67742128742
2020-08-01,263943573011.22,256530549749.065,109223462482
2020-08-02,189718422021.14,183576182148.268,110137655663
2020-08-03,92149744239.38,87181403798.683,74900539043
2020-08-04,169446143586.92,162154426502.732,112381593030
2020-08-05,126607240988.56,121033687104.238,132972062488
2020-08-06,136894427322.26,129887627646.201,242969601346
2020-08-07,98695838949.18,92763462283.0715,67928877874
2020-08-08,255135082591.73,251020134560.474,73892925159
2020-08-09,243643061431.34,238103967518.091,48282502090
2020-08-10,305160804618.34,299827513263.831,83444650811
2020-08-11,114703385557.68,107183706369.083,99767388606
2020-08-12,106969719978.18,103632301944.968,60134768634
2020-08-13,76137718299.54,68615150388.4755,66820855441
2020-08-14,127660393433.51,123355864492.913,92018613460
2020-08-15,126712290884.52,120841851538.893,124112445026
2020-08-16,114701955141.09,110737736837.345,94105086373
2020-08-17,114402239867.66,106167973587.93,49362287294
2020-08-18,120763473369.41,112716434468.879,69836617012
2020-08-19,89997080066.7,85408506414.8525,77258790190
2020-08-20,267483951513.39,260509541808.199,94220102291
2020-08-21,125668543092.35,118697249098.675,105343357331
2020-08-22,120392677018.52,114619968681.3,108614550303
2020-08-23,197024654937.6,191612204348.154,121007264816
2020-08-24,99566102437.57,93739593903.8105,92047526369
2020-08-25,123714215297.66,116102960140.35,95363476888
2020-08-26,88740015778.49,80917706666.5945,105111394591
2020-08-27,83328701811.83,75275820876.225,93044076756
2020-08-28,70437128009.68,61296923129.1485,52316123751
2020-08-29,104201502604.79,96427280355.104,90003720188
2020-08-30,165763791774.48,159778852138.308,92415238711
2020-08-31,336850652244.14,331335620414.562,80612809554
2020-09-01,139800090742.47,132781472655.123,67548300114
2020-09-02,170438535064.08,163739657773.827,63060511477
2020-09-03,85849626288.44,82567156395.323,66135056587
2020-09-04,337072625303.68,290205688390.19,163170089795
2020-09-05,130159972637.56,122430843692.187,93742771102
2020-09-06,125307204624.11,118068724115.691,148195734795
2020-09-07,94666543166.49,87303721020.7165,85453578857
2020-09-08,83668347383.83,78527915089.716,39123049070
2020-09-09,64545780870.4,57703024514.8455,69100432026
2020-09-10,93156572648.47,85734532283.3575,82870080599
2020-09-11,146348668137.73,139965478283.358,77747560551
2020-09-12,110448246726.79,105476931302.898,90508802394
2020-09-13,119827539581.06,116057188672.897,90315208624
2020-09-14,172398291835.28,166777707040.756,100000098768
2020-09-15,167832121067.5,162043011374.553,19967204907
2020-09-16,101153240034.14,95464394831.219,100127695839
2020-09-17,110705027928.04,105837369714.604,73889431420
2020-09-18,110776304398.56,105804707557.875,96695186305
2020-09-19,84859414056.93,80146190388.0005,43969219489
2020-09-20,247278378979.94,241156948720.785,155824272036
2020-09-21,225496437313.28,219579649753.829,90880871141
2020-09-22,96562602238.9,90527340579.6515,93130370577
2020-09-23,199066389000.51,192992599229.09,66437150850
2020-09-24,291216965963.79,284925676756.686,74495562420
2020-09-25,102482601528.6,96085466014.274,82262902697
2020-09-26,100100757789.46,95884834279.651,79440175461
2020-09-27,177040497873.51,171963495594.439,128620866051
2020-09-28,305233886716,300268823920.013,125990701924
2020-09-29,113726807725.48,108271129747.029,66664437588
2020-09-30,99445084430.04,94968162811.2085,70454108391
2020-10-01,120631902590.95,114047943512.586,34267492580
2020-10-02,114492925190.76,107802673328.08,83597912948
2020-10-03,150933733254.04,143183624695.46,179069120003
2020-10-04,119533787151.93,110569271171.654,66073315203
2020-10-05,106318987737.33,97643067082.832,287242793358
2020-10-06,154965446194.05,147629727913.608,119161365392
2020-10-07,418667038985.91,410959010416.031,318913891234
2020-10-08,245049555735.98,237448576150.189,103817644452
2020-10-09,120774540068.43,115452330643.907,84582199273
2020-10-10,200075884892.4,192451942049.074,105642301532
2020-10-11,136511549235.2,128206128513.534,320384969124
2020-10-12,165062522387.44,156009199108.618,67716284865
2020-10-13,198170055290.37,191228685081.516,93706752333
2020-10-14,147998177152.3,138140799442.879,60792974451
2020-10-15,441541682397.28,432745730752.197,476563680519
2020-10-16,139781857653.65,131547765314.087,247215471989
2020-10-17,276627629761.68,268655227416.953,295389909146
2020-10-18,106755454040.63,100090486532.142,93970996010
2020-10-19,106505905914.77,98384420954.4345,108963955464
2020-10-20,68791305785.31,61279052916.5435,57075871025
2020-10-21,126925638262.19,119008692423.178,60543920146
2020-10-22,285363125626.46,235116096577.837,80601550080
2020-10-23,101390298167.64,95516066576.8305,64471147062
2020-10-24,160318812436.38,151424354337.741,110324348498
2020-10-25,145007989179.9,138923847826.391,124924841741
2020-10-26,103622623001.86,94517446597.1715,65088733460
2020-10-27,190236716909.57,182896042762.574,87189998106
2020-10-28,121341518582.4,114505598109.757,83576229092
2020-10-29,155048060840.64,151497119999.487,69299460556
2020-10-30,133863323287.7,130333328170.169,91232199335
2020-10-31,89203971770.84,83062503060.468,114774567530
2020-11-01,240306132020.9,230895402364.524,123000724944
2020-11-02,196514137824.45,144203478703.126,113487287814
2020-11-03,103329713236.8,92805734902.1765,51457257298
2020-11-04,188059652910.25,176960687202.577,103876918248
2020-11-05,415415655699.72,410135135185.536,79990229240
2020-11-06,191160199828.75,179835321699.119,86564909411
2020-11-07,160683581674.35,142552985379.737,131921587247
2020-11-08,205406874417.54,197847559112.744,112087508904
2020-11-09,172009933790.83,161579079069.075,84475377083
2020-11-10,131997744790.58,121068241644.065,100340656977
2020-11-11,257695212386.28,246355382606.964,79323034195
2020-11-12,283257071018.09,272782761410.993,72627875443
2020-11-13,152345600512.58,141763851059.801,124238485567
2020-11-14,312160988510.14,301673748943.516,96203785188
2020-11-15,169656987125.31,159835779509.894,105643270089
2020-11-16,138159364927.78,128878230665.148,111113483328
2020-11-17,292272483785.37,284734684335.779,99771219003
2020-11-18,266817901429.61,258969143539.606,99096821218
2020-11-19,224840048089.36,218319593289.689,90271318692
2020-11-20,154623658988.79,146381494588.79,105320652319
2020-11-21,119820681910.82,108789802567.643,156101954688
2020-11-22,390919089569.47,380310483656.473,242115658342
2020-11-23,132199332968.38,121813465411.837,91963328272
2020-11-24,208347418850.93,198700578529.062,106951576789
2020-11-25,110822491629,101267329628.51,66357437552
2020-11-26,165280287401.93,157970621157.745,79259222409
2020-11-27,307736003986.74,297412871482.937,132923561707
2020-11-28,147520528858.94,137184613809.351,106035705135
2020-11-29,144622519049.99,135882893595.092,104152542103
2020-11-30,91420843380.27,86385386436.6535,77769969828
2020-12-01,96952757245.87,87215651771.246,59643673723
2020-12-02,152267965785.64,144554515755.052,111043206494
2020-12-03,114297668322.04,107116351889.487,94697019321
2020-12-04,143899546884.4,133148322474.989,108169555457
2020-12-05,206042830862.93,195200908860.16,152345223722
2020-12-06,163429746084.97,151878246444.648,108152360883
2020-12-07,140680025845.34,130406898751.692,65761694912
2020-12-08,103965305903.05,93512787162.309,69158565542
2020-12-09,131177216476.41,120737881947.561,85933583946
2020-12-10,103044826355.88,98096559796.057,113319694057
2020-12-11,374511330795.65,365570513311.706,98290763109
2020-12-12,106375862595.24,100267314693.716,122457006205
2020-12-13,113307780242.58,106643970963.115,103041731880
2020-12-14,104577632853.99,95732464777.014,103996624662
